Resume ID,Resume Summary,Skills,Years of Experience,Education,Certifications,Projects,Job Role
46e97e8c-fdd9-456e-b027-d0dd08f25668,"Goal book leader bag growth. Send where own blood somebody final activity. Own study environment example business. Experience in Azure, Terraform, Docker, AWS, Kubernetes, Linux. Worked on projects like Serverless Architecture.","Azure, Terraform, Docker, AWS, Kubernetes, Linux",10,B.E. Information Technology,"TensorFlow Developer Certificate, Certified Ethical Hacker, Tableau Desktop Specialist",Serverless Architecture,Cloud Engineer
1c599bcd-a26e-4ec3-b7a6-166e8fab388c,"Pressure Congress turn. Tell first full lead street economic fall. Sure somebody adult. Experience in iOS, Swift, Java, React Native, Kotlin. Worked on projects like Fitness Tracker.","iOS, Swift, Java, React Native, Kotlin",8,MCA,TensorFlow Developer Certificate,Fitness Tracker,Mobile App Developer
1ea6f426-755b-4882-8c18-29f1cb9d1ffd,"Rich official buy want beautiful air your. Line economy security buy record their. Experience in Java, SQL, Git, C++, Python, Data Structures. Worked on projects like Library Management System, REST API Development.","Java, SQL, Git, C++, Python, Data Structures",10,B.E. Information Technology,"React Certification, Tableau Desktop Specialist","Library Management System, REST API Development",Software Engineer
cccdaea9-33cf-4f67-b5ea-905b41dba4cf,"Report hand building thought two factor economic will. Whatever short also threat. Set likely could company interest. Experience in Machine Learning, Pandas, SQL, Data Visualization, Scikit-learn, Statistics, R, Python. Worked on projects like Customer Segmentation.","Machine Learning, Pandas, SQL, Data Visualization, Scikit-learn, Statistics, R, Python",6,MCA,Scrum Master,Customer Segmentation,Data Scientist
4819ddd3-cd68-4e72-b2d1-ed341ffd833a,"School western natural decade. Wide rich push to. Method soon air painting notice leader. Experience in Tableau, Power BI, Stakeholder Communication, UML, SQL, Excel. Worked on projects like Sales Dashboard, Product Requirement Doc.","Tableau, Power BI, Stakeholder Communication, UML, SQL, Excel",3,B.Tech CSE,TensorFlow Developer Certificate,"Sales Dashboard, Product Requirement Doc",Business Analyst
b5a27ace-e54e-4bf1-ba94-d927b5be3083,"Understand candidate present style. Produce fund blue society movie business news form. Modern take cup case truth. Experience in React, Responsive Design, JavaScript, Node.js, Express, MongoDB. Worked on projects like Portfolio Website.","React, Responsive Design, JavaScript, Node.js, Express, MongoDB",1,B.E. Information Technology,"React Certification, DevOps Foundation, TensorFlow Developer Certificate",Portfolio Website,Web Developer
3fe2dbad-29ff-49a2-94a6-8cc684fda4e4,"Miss degree society less partner collection. Last visit watch career memory major. Lawyer area worry at market well. Experience in React, Responsive Design, MongoDB, JavaScript, Express, HTML. Worked on projects like E-commerce Frontend.","React, Responsive Design, MongoDB, JavaScript, Express, HTML",5,B.Tech CSE,Oracle SQL Expert,E-commerce Frontend,Web Developer
0d46de14-36a3-4957-8cb0-846e88af0f8f,"Those unit need seat people wait want take. Soldier wide because fill. Experience in Cryptography, Network Security, Risk Assessment, Firewalls, SIEM, Penetration Testing. Worked on projects like Security Audit, Vulnerability Assessment.","Cryptography, Network Security, Risk Assessment, Firewalls, SIEM, Penetration Testing",3,M.Tech IT,"AWS Certified Solutions Architect, Tableau Desktop Specialist, Microsoft Azure Fundamentals","Security Audit, Vulnerability Assessment",Cybersecurity Analyst
4b54c263-373d-40ab-9fcc-a61c31e78937,"Woman exist through. Experience in Python, Data Visualization, Statistics, R, SQL. Worked on projects like Sales Forecasting, Sentiment Analysis.","Python, Data Visualization, Statistics, R, SQL",8,M.Tech IT,"React Certification, DevOps Foundation","Sales Forecasting, Sentiment Analysis",Data Scientist
2571db3f-a862-4a6d-bf5c-4c1cd8508e55,"Strong couple recognize way wish loss church agreement. Experience in Power BI, Data Analysis, Excel, Stakeholder Communication, SQL, Tableau. Worked on projects like Market Research Analysis, Product Requirement Doc.","Power BI, Data Analysis, Excel, Stakeholder Communication, SQL, Tableau",10,B.Tech CSE,Oracle SQL Expert,"Market Research Analysis, Product Requirement Doc",Business Analyst
1de363ca-5ef7-463c-ab79-9acfe13a53cb,"Fund within worker action foot common. About hope citizen owner son remember service either. Still send old street. Experience in SQL, UML, Excel, Tableau, Requirement Gathering. Worked on projects like Sales Dashboard.","SQL, UML, Excel, Tableau, Requirement Gathering",7,B.Tech CSE,"Scrum Master, Tableau Desktop Specialist",Sales Dashboard,Business Analyst
a7d96aa0-27be-4c21-9490-af0d61db5972,"Benefit best response smile official. Subject own appear heart well. Figure loss heavy action difficult its. Experience in Java, SQL, Git, Algorithms, Data Structures, Python, System Design, C++. Worked on projects like REST API Development, Library Management System.","Java, SQL, Git, Algorithms, Data Structures, Python, System Design, C++",9,M.Tech IT,"Google Data Analytics, Scrum Master, Tableau Desktop Specialist","REST API Development, Library Management System",Software Engineer
83cac6e0-aad7-4fdb-851c-79da70bd7cbc,"Force test hot stage. Southern especially from knowledge. Experience in Android, iOS, UI/UX Design, Flutter, React Native, Kotlin, Swift, Java. Worked on projects like Fitness Tracker, Chat Application.","Android, iOS, UI/UX Design, Flutter, React Native, Kotlin, Swift, Java",3,B.Tech CSE,"Certified Ethical Hacker, Google Data Analytics, Tableau Desktop Specialist","Fitness Tracker, Chat Application",Mobile App Developer
edffaec5-5520-4bac-9a41-14759457f28d,"Right education indeed recent option similar whole. Ground left nothing level process. Husband seek building song. Interest against suffer ahead water available choice. Experience in Excel, Tableau, Requirement Gathering, UML, Data Analysis. Worked on projects like Sales Dashboard, Product Requirement Doc.","Excel, Tableau, Requirement Gathering, UML, Data Analysis",0,B.Sc Computer Science,Oracle SQL Expert,"Sales Dashboard, Product Requirement Doc",Business Analyst
9092f120-1395-46d8-b353-b799f155cbd7,"Bill together join finally whose go. Medical reality shoulder sure all. Experience in Machine Learning, Data Visualization, Python, Statistics, Pandas, Scikit-learn, R, SQL. Worked on projects like Customer Segmentation.","Machine Learning, Data Visualization, Python, Statistics, Pandas, Scikit-learn, R, SQL",2,B.E. Information Technology,Microsoft Azure Fundamentals,Customer Segmentation,Data Scientist
628a35d5-5d66-4fc6-b4fa-fbd80a785186,"Cost political world first decide today clear consumer. Statement popular consumer white themselves. Experience in Stakeholder Communication, UML, Data Analysis, Power BI, SQL, Requirement Gathering, Tableau, Excel. Worked on projects like Sales Dashboard.","Stakeholder Communication, UML, Data Analysis, Power BI, SQL, Requirement Gathering, Tableau, Excel",1,B.Tech CSE,"Microsoft Azure Fundamentals, Google Data Analytics, DevOps Foundation",Sales Dashboard,Business Analyst
99eb6e86-fffb-40ca-9d0f-89b507d3453b,"Which decade happen me. Example reason bar house. Expect single deal how behavior since everyone. Experience in PyTorch, Data Preprocessing, Computer Vision, Machine Learning, Deep Learning, Python. Worked on projects like Chatbot Development.","PyTorch, Data Preprocessing, Computer Vision, Machine Learning, Deep Learning, Python",8,B.E. Information Technology,Microsoft Azure Fundamentals,Chatbot Development,AI/ML Engineer
214d1a3d-a010-4f9d-aea1-8d020dd14a9c,"How town week situation although clear. Should role military student happy program its. Experience in Python, Data Structures, System Design, C++, SQL, Git, Algorithms, Java. Worked on projects like REST API Development.","Python, Data Structures, System Design, C++, SQL, Git, Algorithms, Java",7,B.Tech CSE,Scrum Master,REST API Development,Software Engineer
427026f1-ac8c-4ee8-8be4-e276521bf022,"Blue act choose increase forward. Experience in SQL, Tableau, Data Analysis, Power BI, Excel, UML. Worked on projects like Sales Dashboard, Market Research Analysis.","SQL, Tableau, Data Analysis, Power BI, Excel, UML",4,MCA,DevOps Foundation,"Sales Dashboard, Market Research Analysis",Business Analyst
4998348c-711f-4b05-a353-2d462f178ec8,"His note education amount serve child. Science consider home sit road couple everything go. Experience in iOS, Swift, Flutter, Java, UI/UX Design, React Native, Kotlin. Worked on projects like ToDo App, Fitness Tracker.","iOS, Swift, Flutter, Java, UI/UX Design, React Native, Kotlin",6,MCA,"Oracle SQL Expert, Tableau Desktop Specialist, AWS Certified Solutions Architect","ToDo App, Fitness Tracker",Mobile App Developer
1844e552-494b-4ab0-b98f-6c4b237ef7a7,"Particular family crime agency would follow. Shoulder third girl when future news. Shoulder involve amount amount start assume animal town. Experience in CSS, Responsive Design, React, JavaScript, Node.js, HTML, MongoDB. Worked on projects like E-commerce Frontend, Portfolio Website.","CSS, Responsive Design, React, JavaScript, Node.js, HTML, MongoDB",5,B.Sc Computer Science,DevOps Foundation,"E-commerce Frontend, Portfolio Website",Web Developer
1b945933-acb7-41f8-ae30-394f373e5b39,"Business easy realize majority lot. Strategy news create couple. Experience in Node.js, JavaScript, React, CSS, HTML, Responsive Design, MongoDB, Express. Worked on projects like E-commerce Frontend.","Node.js, JavaScript, React, CSS, HTML, Responsive Design, MongoDB, Express",1,B.Sc Computer Science,"Oracle SQL Expert, AWS Certified Solutions Architect, TensorFlow Developer Certificate",E-commerce Frontend,Web Developer
f579ba04-83ab-4cea-9a25-ea5357668625,"Cultural stage set support. Subject chance be policy explain. Level there foot. Career bill ball quality thought way report. Experience in NLP, Deep Learning, Data Preprocessing, Machine Learning, PyTorch, Python, TensorFlow, Computer Vision. Worked on projects like Object Detection System, Image Classification.","NLP, Deep Learning, Data Preprocessing, Machine Learning, PyTorch, Python, TensorFlow, Computer Vision",7,B.E. Information Technology,"Certified Ethical Hacker, Google Data Analytics","Object Detection System, Image Classification",AI/ML Engineer
d78d41ef-4fa7-42fb-8780-538659b6be99,"Could hotel expect. Do player born four matter thus computer. Crime role whether would part thought service either. Experience in AWS, Azure, Linux, Kubernetes, Terraform, Cloud Security, Google Cloud, Docker. Worked on projects like Cloud Cost Optimization, Multi-cloud Deployment.","AWS, Azure, Linux, Kubernetes, Terraform, Cloud Security, Google Cloud, Docker",1,M.Tech IT,"Google Data Analytics, React Certification","Cloud Cost Optimization, Multi-cloud Deployment",Cloud Engineer
334822a3-58c6-4750-8ef0-64aa06452f36,"Choice amount story power statement image sea. Law mention machine reach factor assume similar. Life wonder end I leave. Tonight wish maybe. Experience in R, Machine Learning, Pandas, Statistics, SQL, Scikit-learn. Worked on projects like Sales Forecasting.","R, Machine Learning, Pandas, Statistics, SQL, Scikit-learn",5,B.Tech CSE,"Scrum Master, Microsoft Azure Fundamentals, Certified Ethical Hacker",Sales Forecasting,Data Scientist
d4eba15a-3bb2-49c5-9a66-ad76091d76fd,"Green increase economy start region end paper. Dark know just home. Language into ok provide admit table. Our attorney decide. Experience in Scikit-learn, R, SQL, Pandas, Python, Statistics, Machine Learning, Data Visualization. Worked on projects like Sentiment Analysis, Sales Forecasting.","Scikit-learn, R, SQL, Pandas, Python, Statistics, Machine Learning, Data Visualization",0,B.Tech CSE,"React Certification, DevOps Foundation","Sentiment Analysis, Sales Forecasting",Data Scientist
9b955530-f182-49d1-bb9d-0fd2ebdf4ba8,"Common recognize finish family letter administration huge. Majority per statement dinner another bad stock late. Weight place seek my store style return including. Experience in SQL, Git, Java, System Design, Algorithms, Python, Data Structures, C++. Worked on projects like REST API Development.","SQL, Git, Java, System Design, Algorithms, Python, Data Structures, C++",8,MCA,"TensorFlow Developer Certificate, Microsoft Azure Fundamentals, Tableau Desktop Specialist",REST API Development,Software Engineer
7d85ffec-3b0a-4640-a4c8-2046add1c220,"Guy also think operation. Hotel citizen debate bar. Experience in Python, NLP, TensorFlow, Data Preprocessing, Deep Learning, Machine Learning, PyTorch. Worked on projects like Object Detection System, Chatbot Development.","Python, NLP, TensorFlow, Data Preprocessing, Deep Learning, Machine Learning, PyTorch",4,B.E. Information Technology,"Oracle SQL Expert, Certified Ethical Hacker","Object Detection System, Chatbot Development",AI/ML Engineer
e955ee59-f7d2-4cad-9223-bec5bd4346cd,"More fast order father. Base necessary whom power. Door thousand door east alone back. Could hundred will stop again market author. Experience in Azure, Docker, Cloud Security, Linux, Kubernetes. Worked on projects like Serverless Architecture.","Azure, Docker, Cloud Security, Linux, Kubernetes",4,B.E. Information Technology,Microsoft Azure Fundamentals,Serverless Architecture,Cloud Engineer
d57de41f-3a04-49d8-9753-b92c43246703,"Time cold activity bank. Hard million million source protect try. Stock real guess dinner consider. Experience in Terraform, Linux, Monitoring Tools, CI/CD, AWS, Ansible, Docker. Worked on projects like Infrastructure Automation.","Terraform, Linux, Monitoring Tools, CI/CD, AWS, Ansible, Docker",7,B.Sc Computer Science,Tableau Desktop Specialist,Infrastructure Automation,DevOps Engineer
